"N1222"	"N2329"	"N2427"	"N2451"	"N2641"	"N3047"	"N3159"	"N3160"	"N3361"	"N3557"	"N3581"	"N3607"	"N3812"	"N439"	"N4901"	"N4945"	"N5020"	"P1730"	"P1739"	"P2957"	"P2958"	"P3020"	"P3042"	"P3288"	"P3475"	"P3799"	"P3956"	"P3958"	"P4051"	"P4216"	"P4287"	"P4311"	"P4312"	"P4313"	"P4417"	"P4511"	"P4516"	"P4517"	"P4653"	"P4678"	"P4680"	"P4722"	"P4757"	"P4873"	"P5079"	"P5215"	"P5296"	"P5385"	"P5468"	"P5481"	"P5515"	"P5609"	"P5708"	"P5726"	"P5779"	"P5850"	"P5885"	"P5925"	"P5928"	"P5970"	"P5971"	"P6052"	"P6073"	"P6074"	"P6118"	"P6130"	"P6131"	"P6140"	"P6246"	"P6253"	"P6276"	"P6313"	"P6393"	"P6399"	"P6400"	"P6442"	"P6568"	"P6591"	"P6620"	"P6875"	"P6886"	"P7082"	"P7111"	"P7128"	"P7165"	"P7190"	"P7246"	"P7312"	"P7380"	"P7415"	"P7491"	"P7498"	"P7637"	"P7669"	"P7744"	"P7771"	"P7816"	"P7817"	"P7823"	"P7965"	"P8130"	"P8166"	"P8191"	"P8297"	"P8556"	"P8595"	"P8596"	"P8616"	"P8623"	"P8660"	"P8661"	"P8693"	"P8722"	"P8759"	"P8980"	"P9040"	"P9041"	"P9109"	"P9110"	"P9170"	"P9198"	"P9199"	"P9217"	"P9339"	"P9363"	"P9419"	"P9449"	"P9494"	"P9495"	"P9496"	"P9520"	"P9521"	"P9539"	"P9608"	"P9612"	"P9664"	"P9724"	"P9735"
"44"	6.13711822415137	6.21122709860181	6.01883234775986	5.87660258670132	6.8837218347872	5.13080898044069	5.46675021157403	5.60002435847471	6.70410777191971	6.62049396606827	6.25001675083622	6.92329527064686	7.52520579025539	5.1016680416522	4.47297675766601	4.83367011852851	4.9450319539245	6.19798643652394	4.96338686403006	6.18640309077288	5.67112635497552	6.37070974512469	7.93410670258653	5.99704099608684	5.95999226684032	5.27359636875221	6.63789441543908	5.44773030243035	5.42607381882194	4.68150046998845	6.68580934000741	5.90126603404955	5.89605010653736	5.15422367061031	6.25190042108663	5.34180040448708	5.43574692535362	6.07637570911114	5.71392604719192	4.81007571341661	8.97452578520343	8.42381172681847	6.27043565631048	5.03349894626286	6.04784044503371	5.67394061845875	5.76706974103035	5.49516329556261	5.88408575774863	6.69581226238251	5.69526613940143	6.01128236896979	7.67051850069561	5.59797563204489	6.39940129361743	5.70969200543528	6.14713133697326	5.56031046269209	7.44118263289006	7.35908401517303	7.17165508896615	6.34657534671104	5.15702528160514	5.24303209260684	5.6478860298626	5.9422685515697	5.58738169663428	8.02725947722051	6.40552717894073	6.19594971786808	6.60202600645508	6.97972820093845	7.65807524756937	6.51846603323832	6.92034714949808	6.46207814955451	6.33712167831641	8.85621685808167	8.06702582403441	7.73318329681542	5.74596192337719	8.30076108414298	7.92093681388777	6.49914098518444	7.30851404528542	6.31602531065207	6.41632773599137	5.969079809884	6.5341950924603	7.23415775352095	7.8073861112391	5.16377688510136	7.5217757143312	8.11585970190735	6.84995651328272	5.42837763933953	6.01207802191408	5.85230044407427	6.06884793431075	5.80909574811588	5.40185837664501	8.23523090378395	8.52104559006055	6.25318020561928	7.08220280981079	7.56786143256555	5.52687199530758	4.81056577498127	7.48588163172333	6.78515081183452	7.83923990575641	7.42389666392712	7.53568695983181	6.51993884936566	5.05729059253049	7.47432802951498	5.98945257649583	6.62552841245094	6.48942378548245	5.99166378341898	5.47479998312744	5.39559579926669	5.71729303528052	4.75885506722476	5.99279679596854	6.26303545138688	5.68678860305544	5.28175628619875	5.18070951423516	4.99768700959215	5.23497816041329	4.85940161735432	4.88394020246288	5.19014252873506	5.74714190207683	5.2645302437519	4.71756665926385	4.66413236769885
"57"	6.13804330743164	6.38422918420615	6.09627408796583	5.96200853671561	7.00869808987043	4.92626396807985	5.84848562963784	5.44293890636205	6.69240976208413	6.53199159274492	6.33212787883249	6.91824459880804	7.46109946487307	5.29299131189319	4.66843092814165	5.00626746223576	5.09745965557967	6.19799414470757	5.04872877814494	6.04675574087563	5.50986972052559	6.35790608356255	8.06307240358788	6.12937501122989	5.9791955150805	5.20676922523082	6.6101586253906	5.34649615064935	5.30937355984159	4.81431280161847	6.69597085777021	5.84261903608537	5.89111818068584	5.11388388329865	6.17336985747074	5.42531489858214	5.33329590001864	6.069300233565	5.74532287782694	4.61311601790542	8.9775860721665	8.31932554646754	6.18846724024179	5.04101468450483	5.93592020340891	5.5831839192558	5.67329836124069	5.60132160623327	6.20344630397301	6.46591899304561	5.90427903038911	6.13084529122408	7.60427898625058	5.69609844433681	6.52026810069614	5.73161640122899	6.26674591112619	6.06590969795105	7.65478259035783	7.29148606749787	7.3156914262646	6.15548057576938	5.33167160701589	5.41226780223913	5.58056165781069	5.87065878825508	5.64236657035053	8.05454411345318	6.43383301397739	6.22258330176564	6.59267529889394	6.82359230730721	7.79618898611055	6.50774175324679	6.96067817140607	6.33047343400702	6.22183632861655	8.90032905110627	8.05844956075793	7.74933784924086	5.66778821086979	8.27949515390763	7.91268045501549	6.34313276370128	7.16837902341904	6.30939890791982	6.24749356004712	5.97866764899957	6.58077745008138	7.26397792611764	7.56331872858834	0	7.30133975428357	7.99712533604325	6.72586795574778	5.47686856659877	6.07530894660084	5.97859128119611	6.11884251883547	5.70391863095336	5.12420676821026	8.13827079609083	8.48950609977199	6.17492491648976	6.97071224593437	7.40058271165015	5.3888692445907	4.65512238867901	7.46270234663942	6.73928715113727	7.83584245289904	7.38181318267826	7.50105720719168	6.48998715034713	5.10466325165165	7.35224370106847	5.054655945721	6.64438816504978	6.52866671628355	6.03104592958215	5.46795451515261	5.35546550468176	5.64236785670437	4.80728757208185	5.59626195488242	6.24669647944333	5.68620694558367	5.47748894645036	5.26060795890063	5.12874520931567	5.29378029311192	4.87893802464377	4.92040286557845	5.08517101481246	5.71969141970749	5.28711527105157	4.76858971207986	4.73782072220145
"58"	5.78858195634873	6.07235174813489	5.52130679788116	6.1537033049083	7.10323671637168	4.82062667587851	4.68874017399174	4.97225094146836	5.98328096919397	5.95292919764338	5.61013901648691	6.37111553964453	7.22843269857731	5.11210574516796	4.53802524160681	4.60140980031881	4.73880607649802	6.14435466997286	4.83317561753136	6.25355461383663	5.74815700486383	5.97135332812821	7.83639849651124	5.89063045808798	5.81797560716343	4.46334029247066	6.16687631677396	4.40353796415465	4.8676214966105	4.97834488752484	6.4577620330762	5.36023109798246	5.58907924767167	5.59980984690658	5.96353912255613	5.30569952543277	5.32701626862476	5.91497646884366	5.39134449262591	5.29078006686694	8.72304384119296	8.12235253661787	5.92819945348685	4.65188153522338	5.80762262224934	5.38604677859483	5.5193683956943	4.44538606729288	5.24798479832206	6.37458870887088	5.13770121828317	6.09242973133794	7.35901162802524	5.53212974312947	6.20816768620629	5.77600473795324	5.75503891099167	5.06701540273846	7.4087958795225	7.18052584997426	7.21624826522225	6.05981021786032	5.07326219328718	5.33290280568579	5.01659297536134	5.70502766060852	5.43860309830065	7.40166172827134	6.68372821994286	4.93338644693386	6.87783712739109	6.71754443947011	7.4164627596638	6.3906076739578	6.78480024253966	6.26674708604489	5.5744733281691	8.47212399550738	7.75444099570435	7.38255624202062	5.62731382007992	8.14887893612348	7.6396717221773	5.4361211245944	6.24310405643108	6.26431951476359	4.99016092635105	5.57786056375646	6.33666462447236	7.1758728988103	7.44126471171708	6.42173222219679	6.75079448754836	7.58068610502482	5.91949424006443	5.31864235610409	6.03020531849071	5.88560775918618	5.83005943083737	5.74854772200956	4.36109613923927	8.00132518009128	8.38817174204	5.71587554203281	6.84586011619258	7.33771656693206	4.9236305138001	3.81871963931364	7.22582986446319	6.64587195375132	7.70319625291012	7.27595184077592	7.40417664862814	5.92749863037332	4.19833949609514	7.37561734770543	5.78055456081117	6.51237710688141	6.37218597744355	5.71129893365414	4.95576373317693	4.84467290586912	5.66090776750355	4.36072496934188	6.09292301103135	6.13716921197431	5.57288274972326	5.16613634025489	4.99140892834931	4.96546638471364	4.76123075508267	4.46653013286219	4.06755326149611	5.01868593874128	6.01060351736927	5.93119782641137	4.47831681272006	3.92346623969477
"61"	6.24878956123161	6.00220970507862	6.12231583644184	6.05037279511869	6.9592824304438	5.14565719144329	5.51420350096622	5.30473991697365	6.3408189534275	6.42053233322327	6.07817287501895	6.70613617223521	7.55385730788511	5.14393116273741	4.39019246449538	4.68763114662045	4.82110845657042	6.15144922356594	4.80888802533945	6.24905936091628	5.78982472274131	6.194950082722	7.93714331452304	6.0190186151547	6.10637926607202	5.03623433847913	6.69603636097055	5.21339661576986	5.13587556592334	4.62411247123502	7.0787438360692	5.93701736264936	5.98816041812644	5.07301631518408	6.21619705420753	5.28540336596256	5.195727836979	5.90338043285702	5.70869982987443	4.15739299439451	8.94346518272556	8.41522716901977	6.17415026420083	5.13321753931333	5.88259038862617	5.52455306295992	5.46269127226452	4.91972852354268	5.97291860262137	6.43687062190916	5.90481494028705	6.03038758227011	7.75683161084011	5.58066694407346	6.60570930140743	5.57293221340379	6.39838033369937	5.83951041399126	7.36121903589894	7.42805765129226	6.95029926706208	6.10414315868167	5.16708505804365	5.23718041750508	5.3538297094574	6.04879437899046	5.72098500106369	7.84968930505904	6.54824835701872	5.5723625756321	6.70721527214162	6.80755193951847	7.58131805651562	6.58133821368023	6.90828460740007	6.36503567134038	5.81807359983722	8.8219725374304	8.01356269135076	7.63898377150126	5.62019301984235	8.42475263527815	7.90866277515053	6.05373783965781	6.85491235509515	6.41734096999128	5.500313471541	5.87177258338877	6.71101330499086	7.6112610534587	7.57417971316177	6.07718978985537	7.28975323103354	8.0262913323014	4.85046892843963	5.62233082107329	6.38689099125837	6.23931149402417	5.93706791846729	5.78943876773798	5.0118879080204	8.31261777686432	8.72898001318551	6.11006723277677	7.30944363621381	7.69496310309064	5.39628985928409	4.86369262637365	7.65763105545239	6.88034756149525	8.15977105926794	7.61342010851068	7.76122051985323	6.54870774311123	4.90232163793163	7.76302863346975	6.15339713126857	6.98006798797641	6.94645874990488	6.09379522786846	5.34782648624619	5.42118308250368	6.16253214686271	4.94219473470435	6.27397716365846	6.55112818367138	6.00606536522387	5.47735860416683	5.39203181537583	5.49867024879296	5.32893037985545	4.93429312282126	4.94448933457123	5.17969538332451	6.54085469094662	6.11093364303884	4.97723417687936	4.97192907250672
"62"	6.28968525357747	6.14231217484882	5.92635628825527	5.91073765881687	6.88458411069777	4.93413601765714	5.693805009418	5.17739074875538	6.5427223786799	6.40293577798949	5.9295424010731	6.71584329333385	7.42848727214383	5.27689289741581	4.4680937702398	4.74450475763601	4.90230570343822	6.11675580386856	5.00381884953946	6.18891723974522	5.64654340345152	6.38245039995297	8.00113073244416	6.11238578835564	5.86130896128164	4.88202934217599	6.53355104308538	5.10404849830004	5.1690645833696	4.48022662313822	6.7718749312997	5.79688142205249	5.93716058048606	5.14545031798163	6.12428865433542	5.22688796468707	5.24390106440637	5.88478653075104	5.54624731685385	4.31660726303889	8.81621159455942	8.22763659205608	5.97832416199513	4.90603389482969	5.88401105756351	5.40421586103848	5.52169184840312	4.97386538900432	5.83625098854076	6.33494667703282	5.70399385075366	6.09282482076778	7.41915164231245	5.6044571831601	6.41795869347634	5.60426332302658	6.11264186138469	5.68561429700909	7.36659514653276	7.25629406619159	7.1687516805804	6.11266699130713	5.17261110334096	5.17359705073684	5.1347430433756	5.74821129215885	5.59684297961652	7.93365950359651	6.40864895949965	5.64404478852129	6.77539845474264	6.60507113228378	7.57957096885463	6.49584796002083	6.95631771756285	6.41334654463518	5.75199333119939	8.75288694076965	7.85679961603373	7.46907866299375	5.78259429557488	8.16745853135919	7.69931330868765	5.97260379687653	6.74922947182665	6.16371730966813	5.95769715325701	5.70435491329016	6.49813321514191	7.2177262918667	7.55336981932448	0	7.09242235946977	7.82931580423002	6.54298069991874	5.39891746021482	6.03313050772941	5.91522170100833	6.14021003114047	5.74709393408281	4.85446375620524	8.11590061000337	8.48519001326976	6.07316129001213	6.83229068877861	7.3183338495653	5.02112435684922	4.44242097070501	7.70194185265326	6.78384857467927	7.83157359832558	7.42130541134909	7.62357674903823	6.39504405359164	4.79173702274004	7.44278100536033	5.21942340398596	6.68338785267515	6.55426244394051	5.9482960133091	5.28046113145374	5.33361773437233	5.51309342205357	4.55434534050267	5.94701893439908	6.34369723967981	5.77611470849842	5.24502974031572	5.24756282367374	5.22660299809473	5.17206469141109	4.8668892616227	4.71408227553409	5.08369679061643	5.96471391634893	5.42408709832935	4.752027539688	4.633619119528
"65"	6.45171844700297	6.2302498667082	6.0342413088861	6.07103209369183	6.85465643376402	4.90660625644586	5.56629427515175	5.60734230648981	6.54626657666227	6.53236015110692	6.24223050329629	6.73165152788728	7.50032307801644	5.59207666930901	4.54414968403898	4.75704670646844	5.03106776297478	6.13334343186785	5.16414993932104	6.23757967653486	5.73374167833135	6.59732039042224	8.258562579564	6.23986707012845	6.18816407154988	5.37625275750824	6.724592379498	5.36543631574974	5.16443792157746	4.40052641956376	6.91353692786225	5.92463841281674	6.03117287135443	5.25707470184803	6.08035442660885	5.41591407924962	5.53962389305438	6.08518208027207	5.61315052184157	4.66771289139303	8.9151394971269	8.32648906610663	6.24781473221211	4.89422265716911	5.98115284312213	5.58150467381332	5.76067439162818	5.77463088921979	5.90202640139309	6.47582831930325	5.80538244749676	6.17374873800783	7.42166577652806	5.55491089315613	6.14934537850952	5.5187724655387	6.10633235151838	5.84161540349028	7.52365010516055	7.29691823563482	7.15023773914661	6.33033786665237	5.21059779134502	5.23123810892158	5.84803662513857	5.66210533356588	5.28744653778896	7.9445871370191	6.58444261114072	6.39450071130638	6.75120040022814	6.9360370639497	7.79806723585672	6.52016309781225	6.95512674906486	6.48967785422095	6.43253429785007	8.82984112899481	7.94694793259097	7.5852958919346	5.82642831709438	8.15653461403469	7.81723340736337	6.53585239291975	7.30061939333841	6.34352773762345	6.42556258565296	5.87897085124368	6.73449651736488	7.34558876582299	7.64779506085726	0	7.5121848571163	8.11227614025868	6.86869891278405	5.59397496284398	6.17514317345003	6.16900661181598	6.06391515640918	5.70877813248664	5.33876039338942	8.28057381799116	8.64332088759826	6.32085118253597	7.20203007725936	7.58813820381444	5.3416222495869	4.61271510563947	7.70897425167869	6.83623205577867	8.05278894547193	7.47602124252584	7.67013355301695	6.74894853936598	5.35903366843438	7.606796219132	6.08823073685696	6.81095750700878	6.72717789173567	6.27239028234237	5.62090231972378	5.56035504477848	6.070143932392	4.95052632153081	5.79648080413655	6.39368626317184	5.82095651456391	5.42290420383597	5.56551654281609	5.36880605390123	5.4728769237347	5.07766399679811	5.03467015972559	4.88430037129258	5.79445054095765	5.29428122581465	4.94443129404807	4.91850596438676
"66"	6.25548284570726	6.56545878569923	6.23233044421634	5.92313444651126	6.9733055083838	4.9466740719229	5.96781441463143	5.45008013181714	6.86103094687426	6.66980038004065	6.48701174673764	7.10525975458477	7.58875191105288	5.39429439571733	4.61689867913778	4.4905457149878	4.81605434736993	6.1744555247681	5.1135827382113	6.17735553024342	5.64152031380624	6.30294815794058	8.00993548835761	5.90312516342035	5.89103167571172	5.31703672821919	6.92127898376251	5.43581252504584	5.3217704987652	4.49772185829123	7.0199840119783	6.14845056341952	6.22439708150895	4.89185539646711	6.18146970522325	5.3398072778323	5.18520036407026	5.96752658856096	5.63075576051807	4.08965964804795	9.04609541388269	8.38954366774581	6.50402709816915	4.93619891569237	5.95340723399491	5.76170326965815	5.617689420232	5.46931558372222	6.266278981868	6.63035158709288	5.98713321229757	6.22382860821482	7.64819631455077	5.68612330235326	6.45742617813923	5.77668956391371	6.27767773346332	6.0028491599469	7.49188547322923	7.24749994651756	7.24619565078653	6.29532954739005	5.38834617832786	5.4536220870182	5.46747017483874	5.77101914604883	5.62548952879064	7.9142175585576	6.34111665112873	6.17772604757952	6.53159220203218	6.74340251053779	7.71282220683686	6.61959769618201	7.01128194581218	6.41753911571696	6.1988156579488	8.85941020184313	8.02033683217469	7.63433637870501	5.66772950573385	8.20270432075256	7.85078979202739	6.48788282794647	7.33527130455008	6.31498020108747	6.34266562036397	5.89854709531101	6.48646462595247	7.20606451934517	7.77066728679319	0	7.59208511270217	8.25108070063851	6.8818688448261	5.36143524958885	6.03325000294136	5.84133619064544	6.04101982151483	5.77606147226731	5.37031134654629	8.52724363233014	8.87112778913676	5.89042957046134	7.24119995269142	7.69868014635031	4.65014339293135	4.70391253380058	8.14176448364911	7.08686111578752	8.28310710998032	7.68431850500604	7.76393971019254	6.97986801432718	5.45040909018504	7.71469674278385	5.88541420298822	7.01443904839593	6.78732860751364	6.40131487981132	5.8397496007729	5.79354104764747	5.88050616300467	5.11083271254755	5.88859690140055	6.60576646782107	6.03955529151243	5.46819958607261	5.59915540145948	5.39286694539657	5.59963562833133	5.24387505768832	5.18410999549976	5.13419177513096	5.82512889114235	5.50795607156454	5.12127186039651	5.04725344425804
"67"	6.16953718942325	6.51356316628507	6.00843834563251	5.9065054931828	7.05984503110593	5.06431607155148	5.56386051196359	5.21813621191429	6.45094050275259	6.57313279705864	6.22458459479127	6.74783160420888	7.50369115150657	5.40482927106312	4.76515648573784	4.90426733634092	5.12646195591917	6.09608441669337	5.07830489717082	6.15842793293026	5.7459090692983	6.45480432396515	8.03533206097658	6.07814131433043	5.9822401527286	5.18206239437721	6.50827216322027	5.29932770379266	5.20008406366215	4.58387089977951	6.6389339065411	5.72975336206327	5.85846843885919	5.57212522881701	6.151096376246	5.32972708606223	5.30036914836767	5.98341558290185	5.70496075829514	4.68889434976678	8.9510488162005	8.24967691858264	6.13156766222404	4.9748897281877	6.04275344616235	5.51873445284075	5.71160133309047	5.64989946387343	6.00421214143463	6.59299448222336	5.74555217493181	6.1765828915635	7.4664216838055	5.65309070121902	6.43310789042634	5.95223389214792	6.23212741512589	5.82177618729732	7.72380477341266	7.31832529419925	7.27385905354097	6.22863310075737	5.37623686989167	5.42902709732673	5.66717248556491	5.77352461956709	5.6099433052221	7.99778418891558	6.5281548607098	6.35687792158512	6.45337491698077	6.89090540333036	7.74936793638868	6.63550244520257	7.02670237356583	6.41259106816794	6.25228516558521	8.82512986556236	7.98558350130716	7.62637804566369	5.74976135246518	8.28481792930816	7.88938563931499	6.58394946559062	7.35760957580123	6.35932161099665	6.35484994969594	5.95998559994841	6.66946351156952	7.2930696110547	7.56310809651147	0	7.54659484970787	8.0866793823007	6.76446315028153	5.56873675035214	6.1001112697623	6.05472142316787	6.08537692894209	5.8506518705615	5.38850811753148	8.21111973997598	8.50533288634811	6.09703472447555	7.06216516237345	7.5162016917126	5.58862617059855	4.68338983337263	7.4860843223004	6.80948032238762	7.82387423487696	7.37025358265521	7.4295286172674	6.30362732882702	4.93370372312734	7.46608073114169	6.03102409509182	6.60587916373658	6.46261658768738	5.86267581500463	5.33267109863896	5.15878994109783	5.70242510773057	4.70005412570129	5.95214565206116	6.25128309734081	5.68485657778268	4.18872239094906	5.20086171083912	4.97458827471478	5.18520008055	4.74447362770268	4.77574875951125	5.30108102226785	5.80083319530136	5.66709107689025	4.6641984303539	4.55599645662405
"68"	6.64347379847689	6.23876773748769	6.29115031604558	5.76263378183222	6.84863021003261	5.02694203613034	5.87379208146457	5.26697472531147	6.69279080092854	6.46312714994326	6.26578329031471	7.01308845252317	7.50230254974096	5.40997705751571	4.4463774614867	4.80090546075322	5.11021214768784	6.21730387208388	5.02970917367305	6.2457591093491	5.73411177186888	6.46808268468719	8.18381031066914	6.11434639095565	5.81868469648866	4.77096189632622	6.41735409392023	4.97579770253889	5.00243519771177	4.44916108633048	6.65459118658427	5.65410046145815	5.83561251827339	5.15208307644631	6.07507920434758	5.71614772254837	5.36851262215712	6.02541688296509	5.63823239815914	4.12722145882417	8.98417190156744	8.45577584215765	6.25086651044834	5.01382696211559	5.85515818390601	5.64149860084942	5.58120484014042	6.12296287752174	6.22323185740699	6.45567714548461	6.01631407015908	6.01853282197541	7.39921496118564	5.8469620586943	6.13614069822862	5.67757027336033	6.21630210946718	6.18279884162894	7.56445490083826	7.43297746386709	7.12942852809055	6.19134759870493	5.40906569651187	5.47318117751079	5.78689495687751	5.57449126037493	5.25247000363607	7.95460465651254	6.49251077253396	6.48027419628674	6.47883146423647	6.42610100908244	7.65932612821587	6.71687106516603	7.12124689499668	6.49341887210141	6.21001068514968	8.82748164513727	7.97073147963224	7.66331177019514	5.84641555026012	8.28956465099076	7.91426041640385	6.17394489210735	6.90146257168518	6.12615089647982	6.11737372403007	5.82620662671843	6.60885291501945	7.34185792836204	7.55513037619	0	7.0827318877856	7.77198485117303	6.48550379894361	5.49965272251855	6.1992108714983	6.01550477548997	6.31098352369759	5.74506151259093	4.87313265757105	8.05301425539641	8.42145173263131	6.38650306769682	6.80253825334071	7.36673553673782	5.27104032604949	4.90154931208748	7.37093847868713	6.59267984762851	7.86699256857306	7.31619121299921	7.52371929004907	6.6714050216989	5.09582465889511	7.31794994424613	5.44076933005321	6.6751019100161	6.47353280578599	6.10009678439291	5.59495146903512	5.5297137596635	5.45706444240948	4.9246918765789	5.77823325191624	6.10693505567736	5.60083344191325	5.23269987642143	5.39337968287934	5.15898543864577	5.38846728329432	4.9649173638754	5.0980959271954	5.28450698249347	5.51067206296858	5.20381559844249	4.96437679373847	4.97064431721895
"71"	6.16721480551366	6.24750731540521	5.71180579544539	5.93321898512133	6.86033543074781	4.96735652622156	5.50624843875614	5.09640454763102	6.35960651656144	6.14282760711522	6.11405759013684	6.95237024115354	7.23375609532069	5.30763443385463	4.38282451168813	4.88084879156495	5.04953664688945	6.21730281881086	4.85751021920648	6.36156900625617	5.86380115347246	6.44071092934807	8.17843503548821	6.06745213836358	6.01440249878231	4.88159210980823	6.40377541700585	4.92942296207954	5.22999957741319	4.93083176091728	6.61333569551753	5.66116937778868	5.71822466514197	5.27807122280912	6.06508464315858	5.22622447130771	5.11240724529473	6.01929288148225	5.55553638140174	5.09764352461078	8.85606334838146	8.22271673120408	6.06240371770307	4.81592544312626	5.94279408433896	5.52985891880696	5.68960317373224	4.61674063091169	5.6659745854467	6.46878583501811	5.32691276148398	5.92718515804645	7.34024576156793	5.59088049396014	6.17812333866523	5.61671459886124	5.93571222258749	5.6262473383102	7.44376381962189	7.25071658758231	7.11398978592676	6.24930697859509	5.25253362218943	5.25383720543774	4.95277704637817	5.70003870309048	5.36574043876695	7.83318250451427	6.62180202522417	5.42123511351839	6.69308250197007	6.61619867453321	7.67241477724603	6.5024024000038	7.00321875926434	6.49405839827362	5.62617770749466	8.74092737882005	7.83722349020122	7.48754008885738	5.82469447190094	8.17355016544981	7.70228919540262	5.97602576518536	6.70002709244908	6.17072627930733	5.45415233227362	5.84839660473952	6.44549989780886	7.25157203719878	7.51063963320153	6.17993880713846	7.13729174828338	7.78705872576557	6.14504995858998	5.32560616615679	6.07638044443391	5.8161585440903	6.19996761154129	5.90882727960291	5.10730156897962	8.18605094163084	8.42837375229194	5.93420631522091	6.94315095105069	7.55607926429425	5.27234157014961	4.46183634669917	7.63321831073162	6.86178081948894	7.93119202552663	7.36476255685056	7.32198222934007	6.23032474649937	4.71539231265312	7.40679012586811	6.13764934390808	6.79409323787303	6.43934169547714	5.88006933991841	5.33854832323313	5.14664082073772	5.57421154937273	4.54880901289457	6.10938278344271	6.14811132811221	5.61916045316821	5.03254905864778	5.17381015482695	5.10930850524675	5.00091799622586	4.73373558493719	4.58268888745665	5.15889176744307	5.88458745303712	5.81752359066862	4.65555533030232	4.52558079742597
"75"	6.09802801020802	6.19882362619358	5.81635479846546	6.13336355851188	6.95144617598026	4.9665587837867	5.44674742901665	5.3681626235663	6.32023687589394	6.3023335266496	6.04669958190462	6.77238911984004	7.44281766606707	5.2706250408424	4.5371548090908	4.86159324869779	5.04630392340605	6.21733072968268	5.04219302316755	6.23741403361851	5.72292483528188	6.15650402354944	7.96852446138644	6.028953735067	5.89729112529925	5.09644141712644	6.63904031143933	5.13021922832863	5.27970435015548	4.86554059727079	6.92138564189023	5.8896946312548	5.82313187543227	4.55497745154918	6.17610457721558	5.14765344976564	5.34325789406479	6.00932169309587	5.6901782647262	4.22560207327361	8.98577911093528	8.32457277980615	6.14165354610248	4.96043966704532	5.75095433975923	5.52864923129929	5.53473119841489	4.79724606800493	5.74405010156534	6.55080625290089	5.56393246953728	6.16341841554697	7.5927202294269	5.62371022508522	6.36954572167365	5.8935810735012	6.05520932123885	5.65003403554592	7.49909405835978	7.19427229055186	7.13229235647143	6.19811608098243	5.25425748354556	5.30094312808055	4.98134855403608	5.94918574261539	5.52727291103735	7.81843487229678	6.64683574702189	5.47531460094945	6.80500402392267	6.85157208958969	7.76849128934	6.53706427769603	7.00420698017155	6.42163978758509	5.59615025717836	8.78362655677742	8.00780536726191	7.63667190595092	5.76446755756484	8.25599379973207	7.85268690517893	6.06867444649824	6.88450734311268	6.28585491250898	5.5717016129128	5.82830819471554	6.59755226197855	7.41574737234686	7.63556637554287	5.00216735815601	7.33584708680516	8.00113029927872	6.27196444572981	5.50170871108632	6.25342330479341	6.04370329126087	6.16709333466613	5.8273708887297	5.10007333086569	8.38466660978516	8.72631520797539	5.80191776675816	7.18468149586287	7.55294342536882	5.26841039922987	4.59906335925292	7.80563180640634	6.99165218423015	8.16458421956142	7.59866654558545	7.66070652368869	6.16802875833322	4.7810260092185	7.70358762928736	5.93354999787378	6.99706972335451	6.60370145001823	5.97074337250714	5.18065766058916	5.04824986358017	5.37290114547234	4.65941785356078	5.92038523335983	6.43126499114552	5.79749702594869	5.36651821137516	5.41579689097776	5.25794410914168	5.09735693257189	4.82502539529065	4.58005802971841	5.13713754322344	5.99602877653095	5.80625881841838	4.77411262822798	4.56662660776881
