"X1119HILICpos"	"X1159HILICneg"	"X1192HILICpos"	"X1212HILICpos"	"X1290HILICpos"	"X1316HILICpos"	"X1384HILICpos"	"X1402HILICpos"	"X1455HILICpos"	"X1464HILICpos"	"X1465HILICneg"	"X1479HILICpos"	"X1531HILICpos"	"X1574HILICneg"	"X1579HILICpos"	"X1865HILICneg"	"X1922HILICpos"	"X1929HILICpos"	"X1951HILICpos"	"X1977HILICpos"	"X2037HILICpos"	"X2242HILICpos"	"X2262HILICneg"	"X2324HILICpos"	"X2410HILICneg"	"X2692HILICpos"	"X2727HILICpos"	"X2767HILICpos"	"X2833HILICpos"	"X2860HILICpos"	"X2863HILICpos"	"X2913HILICneg"	"X2980HILICpos"	"X2981HILICneg"	"X3104HILICpos"	"X3136HILICpos"	"X3181HILICpos"	"X3328HILICpos"	"X3395HILICpos"	"X3398HILICpos"	"X3467HILICpos"	"X3626HILICpos"	"X3724HILICpos"	"X392HILICpos"	"X4159HILICpos"	"X4187HILICpos"	"X4244HILICpos"	"X4716HILICpos"	"X539HILICpos"	"X5583HILICpos"	"X5695HILICpos"	"X5832HILICpos"	"X5869HILICpos"	"X633HILICpos"	"X734HILICpos"	"X750HILICpos"	"X7518HILICpos"	"X7929HILICpos"	"X807HILICpos"	"X829HILICpos"	"X8542HILICpos"	"X8653HILICpos"	"X8669HILICpos"	"X875HILICpos"	"X8851HILICpos"	"X915HILICneg"	"X948HILICpos"	"X10113PFPPneg"	"X10145PFPPneg"	"X1147PFPPneg"	"X1224PFPPpos"	"X12254PFPPneg"	"X14101PFPPneg"	"X14174PFPPneg"	"X14504PFPPneg"	"X15991PFPPneg"	"X16373PFPPneg"	"X17341PFPPneg"	"X18124PFPPneg"	"X18304PFPPneg"	"X18929PFPPneg"	"X19175PFPPneg"	"X2045PFPPpos"	"X2177PFPPpos"	"X2238PFPPpos"	"X2242PFPPpos"	"X2261PFPPpos"	"X2323PFPPpos"	"X2377PFPPpos"	"X2496PFPPneg"	"X2504PFPPneg"	"X2657PFPPpos"	"X2929PFPPpos"	"X2981PFPPpos"	"X3113PFPPpos"	"X3178PFPPneg"	"X3536PFPPpos"	"X3582PFPPneg"	"X3658PFPPpos"	"X3703PFPPpos"	"X3794PFPPpos"	"X3890PFPPpos"	"X3953PFPPpos"	"X4065PFPPpos"	"X4101PFPPpos"	"X4849PFPPpos"	"X4909PFPPpos"	"X5045PFPPneg"	"X5245PFPPneg"	"X5752PFPPneg"	"X6031PFPPpos"	"X6097PFPPpos"	"X6162PFPPpos"	"X6208PFPPpos"	"X6241PFPPneg"	"X7968PFPPneg"	"X797PFPPpos"	"X8427PFPPneg"
"44"	6.285159379	6.015833263	8.016115377	6.921153016	7.227161133	8.335018221	9.882869674	9.506213043	7.503534272	8.884096872	6.127742573	6.345269262	7.140192712	8.10164032	8.450009729	6.677241039	6.656148197	6.849008915	5.695462659	9.140398259	8.590308843	6.216293179	9.45730154	7.300333105	8.064626749	8.117070456	9.565013866	5.675130901	7.20113547	6.782850663	8.621709006	6.326311379	5.979983939	4.973636452	6.353724351	8.990949303	5.542927301	9.261887283	6.736784961	6.026171987	6.000504345	6.348742023	5.883276686	9.120821846	8.822749549	7.585548968	7.262438627	6.617772373	6.172902794	6.995023524	6.836620114	8.81577374	7.727243887	7.991739437	6.162558572	7.189692119	5.99378398	7.797037581	8.799215397	5.677054727	6.280271751	5.600443839	5.943625172	9.723672995	8.31860567	7.290666069	6.467963577	5.403111547	5.595944823	7.55356885	7.289679925	6.96632315	6.204330527	5.407258512	5.36828034	5.028464279	5.037246629	3.512376308	4.918252156	4.730417963	6.533852557	6.004950794	5.92572951	7.836892076	8.002116137	9.058659824	6.807096339	5.521646909	7.102647372	6.239948702	4.791352431	5.880013438	7.167033914	5.203352495	6.361606446	5.715110521	9.586111903	6.067933499	6.346606128	6.306586002	5.580504483	5.967827531	0	9.302736129	6.185331844	9.404775486	7.844234811	6.044821988	4.794826986	7.336563495	5.814509083	5.398296631	7.764220068	6.836080058	5.467818692	4.978785538	8.786625123	5.97544705
"57"	6.362914539	6.322400395	8.013260184	7.020550306	7.287967202	8.253085354	9.898334174	9.519684748	7.951396826	8.740611781	5.814700867	6.294894455	7.318536284	7.804709573	8.487254288	6.647634979	8.111064682	6.936767047	5.669807462	8.873140542	8.522290767	6.202714454	9.19407159	7.373059984	7.852976204	7.985358961	9.451670776	5.991839435	7.077264421	6.119678797	8.735886768	7.026959659	5.942235801	6.712308227	6.25407424	8.923690234	5.427818573	9.172257579	6.010868193	6.190247153	6.084467157	6.763338073	5.817567155	9.082267021	8.890544623	7.576505184	7.645852105	7.089372592	6.250770249	7.590001759	6.489598068	8.704336583	6.571140342	7.741439623	6.908298453	7.650173951	6.000416601	7.876508453	8.671484968	5.780420152	5.874145564	5.403468398	6.071088902	10.18609159	8.394135831	7.571512723	6.325668687	5.767832555	5.554753585	7.407593114	7.310613696	7.214965003	6.439301568	5.669734047	6.627144275	6.57840432	5.691155968	5.261069289	5.464439004	5.214833325	6.269832042	5.90511448	6.125156224	7.761687825	8.205864038	9.100739502	6.650408516	5.984481834	6.801872387	6.090957125	4.866954606	6.385527756	7.076457892	5.158459607	6.284940854	5.673971034	9.530883197	6.20470192	6.223123848	5.795278762	5.437594047	5.271121386	0	9.215609564	6.331276683	9.422100967	7.912969579	6.277653765	5.737717698	7.321717693	5.742507412	0	7.688299952	6.031616626	5.486325172	4.80067275	8.754807169	6.022137911
"58"	5.951358315	6.381524977	7.969794751	7.121370761	7.710888835	8.082755047	10.02552026	9.780769117	8.115258491	8.8090197	6.213320771	5.996894285	6.76537227	7.813505031	7.106396929	6.331103625	7.958885095	6.828864864	5.755411381	9.00136473	8.628513434	7.035098753	9.180896662	7.099284429	7.828383394	7.948991179	9.561100991	5.630881105	7.928974175	6.587885825	8.651352311	6.88940234	5.746687958	6.333841767	6.476158854	8.997567324	8.146600167	9.004925491	5.83890115	6.07373276	6.371736359	6.635943252	6.260655427	9.04805644	8.378946291	7.57419891	7.434731986	6.504206914	6.234299338	7.189810772	6.755916507	8.595537947	6.781960478	7.987045234	6.314592451	6.748315271	5.924856025	7.374022317	8.805992494	0	4.842132688	5.809394942	6.693299207	10.39588585	8.720735707	7.495713148	6.475142696	5.78637665	5.852191503	7.570980859	7.815870893	7.364833628	6.233661225	5.360719697	5.862316885	5.886962496	5.812353072	3.630689366	5.128222763	5.511707909	6.473159138	5.847300026	5.969394438	7.84772724	8.151305228	9.269399783	6.790759023	5.983978857	6.882704722	6.241793714	4.89243768	6.588445844	6.836770144	6.052440171	6.117787951	5.603872564	9.596188991	5.15618878	6.279459323	6.74728796	5.374225922	6.289382106	7.500627729	9.237366049	6.093798078	9.4301283	7.955832435	6.050079832	4.224431536	7.292570575	5.883780593	6.683077071	7.669430834	5.912878314	5.455116623	4.57556529	8.726512058	5.996708375
"61"	5.584731679	6.745654944	7.937178626	6.952893937	7.387757505	8.175273375	9.719427373	9.556881087	8.038189685	8.777482613	5.969753307	6.362952728	7.050901669	7.84096055	8.059477212	6.904641099	7.225211403	6.611071829	5.846094016	8.854694213	8.451072922	6.444462113	9.297476824	7.180999767	7.995066574	7.580982649	9.447706805	5.42518913	7.053142688	6.893493953	8.928472096	6.404865063	5.197460718	6.397451543	6.411650559	9.049848986	5.444464181	9.081135619	6.648119236	6.460779899	6.280307468	6.551158415	6.313950849	9.127196431	9.150821819	7.135187443	7.272183494	7.05696395	6.277067036	7.727866691	6.375878644	8.774196771	6.621529739	7.972123477	6.534419724	7.363119535	5.894891129	7.388896611	8.600346039	5.6205726	5.335273639	5.742029207	5.993360709	10.46475226	8.527858889	7.537249034	6.150918183	5.515530023	5.182901853	7.510682437	7.600324646	7.743959994	6.575259452	5.735058325	5.941616644	5.840060124	5.327647338	4.635174764	5.436357522	5.518871851	6.370663823	5.94376066	5.913058027	7.685133156	7.725495278	9.152120222	6.709862701	6.068909969	6.634585451	6.479456217	4.195555483	6.104757348	7.015325412	5.181014011	6.0463455	5.610654961	9.480990007	6.057807021	6.603915166	7.121547614	5.250208586	5.686446533	0	9.274947689	6.295467454	9.335931726	7.803714524	6.168850604	6.08640239	7.14135382	5.451302843	6.674531219	7.782226247	6.113545174	5.329336655	4.899392135	8.817150508	6.005029954
"62"	5.54109219	5.20048209	8.137242429	6.494297047	7.554207653	8.239295297	9.858876985	9.87516675	8.116299688	8.611451208	6.060261031	6.321120089	6.743677554	7.966208858	7.468179702	6.888859589	7.531609698	6.946518088	5.524003955	8.982182627	8.662584542	6.041229005	9.427137956	7.058331512	8.076203107	7.642818281	9.58330305	5.761477974	8.259285163	6.862775145	9.491570726	6.458322251	6.075957715	6.688204045	6.474771436	8.756413742	5.798774337	10.387794	5.991259246	6.524125306	6.250018467	5.644290753	5.776788353	9.061684035	9.570779048	7.39865885	7.629622329	6.466467612	6.259627214	7.771130016	6.514539338	8.384709727	6.619484183	7.877718521	5.770970274	7.050153991	5.866965921	7.658596705	8.282451485	5.58551959	5.808630619	6.040385039	6.178884933	9.642239596	8.580760587	7.271741202	6.567366219	5.290437774	6.083650102	7.46375125	7.474320757	7.022852334	6.424082456	5.454933348	5.829480518	5.621548428	5.475236039	5.130128688	5.36101561	4.948392279	6.390824752	6.069470253	5.705814459	8.079227988	7.856324879	9.118533284	6.803470405	5.919293032	7.043552057	6.129811404	4.448570767	5.559299995	7.280136267	5.208807517	6.186550173	5.618275258	9.678374869	5.871537954	6.584517709	6.409197711	5.662194676	5.573984649	4.557283555	9.358274768	6.312897455	9.404762117	7.543882954	5.98639117	5.089499939	7.214537015	5.568118097	7.207297598	7.469509006	5.771052459	5.300423118	4.765344527	8.644764024	5.958742061
"65"	6.561430729	6.095507186	7.611992356	7.393303066	7.920295414	8.214202957	9.466011473	8.882357938	8.180149067	8.813485414	5.989972006	6.257557836	6.740090588	7.665789299	8.131771358	6.786889092	7.83491257	7.130411071	5.870655522	8.96582684	8.563372689	6.50522043	9.104253926	6.877018616	7.458875087	7.446791532	9.192230732	5.745247535	8.087797608	7.474064612	9.171414626	7.057002936	6.070427746	6.796250937	6.651458085	9.060923326	5.655831569	8.926301794	6.185397601	6.355970319	5.995511341	6.422846625	6.008356816	5.856290105	9.020378394	7.622755257	6.325615137	7.061557458	6.384957208	7.332017792	6.952624501	8.7126078	6.397583374	8.053932221	6.583612785	7.669647944	5.860363669	7.817863209	8.63070557	5.893368631	5.752623968	5.088188749	5.632520471	10.36587942	8.306732508	7.253150105	6.672254712	5.173393246	7.150725658	7.460266407	7.336928097	7.073958238	6.315531493	5.54061327	6.595103776	6.169550831	5.28665231	5.720390844	5.688180158	4.880949082	6.376822459	6.124453728	5.989442642	7.995584243	7.566176293	9.241640493	6.696163488	5.7846515	6.712981036	6.183436922	4.922538081	6.56468658	6.607873099	0	6.006644581	5.613396463	9.528935346	5.71437932	6.38353237	6.97533449	5.790958999	5.57626671	0	9.181395643	5.656231144	9.334228279	7.760948556	5.97526382	5.802196026	7.240903709	5.7098644	5.254682606	7.757734583	5.761350882	5.430537643	4.708504617	8.64848345	5.94657771
"66"	6.122534207	5.812652858	7.97761857	6.49551982	9.901083325	8.459798558	9.523083815	9.787244855	7.702125195	8.782068419	6.298085055	6.230680901	6.893080531	7.71181318	8.341446282	6.819652317	7.660203856	7.224607745	5.837278538	9.006892116	8.880067216	6.598197174	9.249005862	6.915420166	7.723970942	8.227354567	9.645162555	5.96303619	7.080103042	7.262239988	9.017448203	7.01075132	5.875421215	6.731947429	6.697465144	9.156623507	5.847283114	9.162461422	6.081994309	5.808253101	6.186223857	6.624077311	6.385949069	9.11643987	9.006594569	8.162279494	6.916479403	7.026990446	6.579766589	7.779712829	6.601938075	8.548664297	7.547256932	7.953885488	6.100461218	7.582313592	5.936804387	7.639683549	8.750189276	6.188817658	5.705556981	5.495701831	6.192166084	10.35122656	7.454987285	7.554702086	6.405392677	4.896065909	7.047581562	7.500567459	7.372442277	6.947145081	6.302301123	5.374087614	5.821140835	6.001102308	5.405664728	5.525856627	5.490941927	5.579944214	6.416518425	6.095778696	6.00943662	7.906220508	7.610909004	9.328570831	7.000635937	6.062723576	7.345604409	6.220558066	5.230134493	6.10154617	6.29879199	5.909172523	5.963406071	5.658863072	9.693972059	6.050174609	6.611490048	6.995508593	5.61460555	5.357670439	0	9.440503481	6.655623945	9.431068576	8.02001465	6.051927262	5.329317698	7.802749684	5.882069578	4.619348672	7.514734396	6.586233028	5.465389875	5.171770954	8.748956357	6.024519341
"67"	6.29174586	5.398428769	7.713164644	7.49763773	10.07272107	8.040189613	9.614803031	9.523919702	8.168762776	8.433384988	6.5707063	6.303152335	6.952837144	8.287083786	7.465881526	6.524985939	7.434275895	7.17479115	5.83370773	8.843257765	8.567542431	6.271925342	9.538293533	6.753915971	8.266560895	7.225087847	9.415305223	5.612331792	7.501429023	6.335841416	8.860103456	6.710517405	5.701215107	5.87439614	5.819554254	8.799586195	5.86809876	9.170222602	5.63301488	6.273862987	5.548192992	5.915463162	5.828929147	9.058475016	9.633775719	8.098430868	6.03735202	6.93307706	5.8610735	7.940217572	6.471290023	8.696253674	7.165407965	7.67156222	6.166609753	7.611966266	5.679895722	7.776172994	8.554464071	5.491091787	6.000158701	5.566530479	6.592496579	9.993675564	7.736956833	7.444444038	6.378075269	5.776900815	7.00661319	7.506657404	7.265630239	7.184803972	6.243405448	5.279611378	5.920952801	5.270895727	5.51266841	5.477537056	5.264301173	4.954902902	6.139424569	6.212084037	6.000869615	7.733477525	7.584777202	9.155078901	6.584667791	6.78347636	6.889034325	6.243016288	5.007745039	5.750835225	6.742786153	5.509056006	5.818385143	5.491605761	9.532567572	5.833648879	6.335606599	7.045521294	5.294702872	5.432891015	0	9.108590118	4.850949593	9.258793703	7.713442601	6.064559085	4.949085492	7.998997307	5.627834163	5.991815486	7.81100949	6.559154295	5.3227218	4.234915233	8.723092289	5.851887353
"68"	6.33125725	5.893024019	7.830801178	7.251523105	10.39465147	7.681076844	9.68188603	9.337913722	8.099382649	8.592959925	6.297021058	6.351801432	6.596206403	7.887541529	8.832045744	6.795015983	8.412045603	6.948041391	5.761798973	8.400291443	8.67759502	5.810194793	9.19316896	6.806161141	7.900905635	7.733243326	9.456804955	5.378774726	7.394532615	6.739635425	8.828282997	6.459095688	5.740738638	6.645312753	6.31942959	9.029702082	8.285182198	8.661469941	6.222950845	5.535012475	6.153757322	6.748547559	6.059455887	8.938195689	8.798134714	7.579534002	6.125676184	6.938494402	6.279862562	7.083114012	6.959508447	8.705868185	7.095986044	7.817403919	6.435907131	8.07728831	5.840256312	7.573723532	8.642250535	5.63929474	5.26800753	5.551791356	5.597935284	10.53602352	7.902976416	7.476949042	5.575023921	5.820584131	6.583564383	7.473085567	7.255551962	7.190872391	6.546013317	5.691521043	5.992980487	5.837952716	5.539178374	5.968907378	5.649026489	5.292710219	6.493053994	6.268956512	5.822227117	8.061777598	7.836748638	9.019805223	6.74192464	5.407372155	7.409394932	6.371744542	5.051785366	6.405367754	6.767624967	0	5.802185534	5.590805341	9.478438253	6.010386233	6.546452233	5.722090535	5.361265457	4.568400536	7.839435092	9.163539093	6.518689957	9.320568616	7.708013435	6.05703965	5.931870064	7.33689746	5.879944853	5.950548463	7.829141032	6.674591268	5.229536774	4.636516587	8.661199574	5.96313435
"71"	6.463368585	6.004499537	8.66484373	6.235254569	9.425932201	8.108676384	9.324150113	9.443791575	8.006358373	8.638980417	6.359330388	5.787196342	7.123649611	7.335219006	8.475796857	6.57031835	8.324336062	6.993372313	5.72525237	8.907325628	8.320790164	6.816332578	8.92823563	6.714844355	7.693520653	8.32880825	9.465738446	6.237930142	8.349051389	7.34374556	8.767592533	7.076506179	5.888150254	6.106185288	7.151397858	8.962513714	5.798645353	8.679672117	6.074631285	6.216668285	6.154306444	5.878370887	6.322254049	9.070058087	8.913054505	7.212034305	6.821927857	7.282930729	6.181858987	7.893227429	6.423601836	8.676945002	6.93736324	8.139542329	6.636076701	7.735654536	5.421045561	7.686097443	8.536735133	5.926933053	5.470454367	5.606106386	6.146260181	10.27441508	8.451108566	7.189796114	6.19087855	5.541142273	6.638378747	7.581060834	7.514251345	6.790739541	6.36843535	5.552424933	6.199778374	5.878803619	5.683404553	5.548071494	5.287053659	5.676310688	6.278736225	6.113905332	5.652629059	8.005860356	7.696868461	9.100392877	6.688108807	5.906421645	6.786171454	6.370381943	4.126261196	6.039436442	6.868403934	5.514864729	6.199400374	5.680215561	9.507602169	5.98053984	6.171727952	6.183368292	5.33130389	4.709650833	0	9.137340357	6.510003812	9.366000816	7.982595943	6.099215143	5.72943975	7.430774777	5.363772104	0	7.744624097	6.143289907	5.168175932	4.946369751	8.776503579	6.004846107
"75"	5.978826775	6.221389253	8.264796098	6.506739473	7.221083144	8.32791178	9.845936362	8.823922572	7.166822432	8.833873173	6.635250216	6.215123996	7.031852801	7.272063388	8.329973089	6.929985731	8.019835193	6.801569454	5.380821653	9.06743907	8.602506732	6.408968629	9.02861468	6.348369609	7.544185885	7.231066342	8.957310855	5.366371823	7.917182044	6.922029217	8.713247396	6.844302064	5.665647771	7.215163967	6.518763075	8.864321231	7.97001703	8.338214338	6.483744829	5.973949389	6.40573786	6.61158311	6.145232792	9.14137181	9.364486671	7.72640488	7.202158271	7.173614509	6.204146174	7.535726833	6.371562797	8.679084295	5.998117587	7.955335441	5.717736962	7.443876525	5.677649468	7.60550774	8.794503854	5.34768508	5.044868155	4.864258614	6.04320522	10.52401299	7.767272699	7.381679405	5.967413541	5.123861802	6.35817709	7.55812306	7.463855608	6.77283965	6.043658924	5.217957992	5.969258832	5.965309564	5.438289962	6.274971177	5.21720091	4.593509995	6.167902896	5.859180599	5.900353494	8.329046129	7.909202546	9.202277898	6.99862952	6.131963532	7.50852812	6.128588395	5.041241775	5.698532979	6.957563986	5.220323738	6.19623646	5.599107767	9.514082062	6.054667568	6.122364843	7.095514494	5.199865816	5.354674232	7.592728276	9.047820871	5.528482896	9.463794782	7.536540574	5.990025524	4.988348494	7.191954134	5.667668897	5.310534116	7.642420341	0	5.32260881	4.487727653	8.751874371	6.019248637
"76"	6.428921208	6.102746429	7.521329045	7.278733171	7.401951726	8.227901954	9.650219456	9.692971957	7.77217072	8.786297879	5.902200896	6.557453752	6.885094119	8.098617806	7.853948417	6.883564052	7.284720755	6.647630499	6.161454476	8.996705357	8.730312574	6.534286871	9.38465528	7.156380264	7.884199924	7.322116	8.950345639	5.356044515	7.291182151	6.359671374	9.222686794	6.376273479	5.158838459	5.808418478	6.349142138	8.938624535	5.711681831	8.922844483	5.867036742	5.901701562	6.282207276	6.350322946	6.250595947	8.988035854	9.253791258	7.18874814	7.180053665	7.146564171	5.9508079	7.48955795	6.318562743	8.865981415	6.634725091	8.148042984	5.371325546	7.547173217	5.819627938	7.651992018	8.582380985	5.305353131	5.831138302	5.578919077	6.022536758	10.44631096	8.340936301	7.56165131	5.994658363	6.236979817	6.219439353	7.668796075	7.621966075	6.673218492	5.903784792	4.957289598	5.266445712	5.287368906	5.344701908	4.541891573	5.38978526	5.060279831	6.316167233	5.913367771	5.977704481	7.944482879	7.749011554	9.19813628	6.693038095	6.05834251	7.004270114	6.118512713	4.822387752	5.92750034	6.996859253	7.666603861	6.133926897	5.543195828	9.500616651	6.112065966	6.35825976	6.74155699	4.783430438	5.538213295	0	9.120606275	4.909466998	9.385923991	7.629274794	6.195551489	4.485759408	7.088050547	5.624035551	7.080241421	7.885798515	5.742181992	5.403676846	4.306525415	8.650589541	5.925137208
"79"	6.750400066	6.153284407	7.856563338	7.2092362	10.56449583	8.371468648	9.663409569	9.674864452	7.949695379	8.840059478	5.508412874	6.297359251	7.034010537	7.746467848	8.000244134	6.557415512	7.917661843	6.792187238	5.720258219	9.096427908	8.658991453	6.128390612	9.348434351	6.918698933	7.755210724	8.268662317	9.464991679	5.784367343	8.481285278	7.541659393	8.750491891	7.232684471	5.663441422	6.721193358	6.893012613	9.160971886	5.321025089	9.289967595	6.361737658	6.396135444	6.404208121	6.951306239	6.327990918	9.141127973	8.908575345	7.321189878	6.967370312	7.038339672	6.234155306	7.509902946	6.834064597	9.075950066	7.790252522	8.189762973	6.356720827	7.603252231	5.800773668	7.515642215	8.656556868	5.508806177	5.560312068	5.366920143	6.070320059	10.16170419	8.386014635	7.353398203	6.532314994	5.765862985	6.617430368	7.42732663	7.558488308	6.98057584	6.235238689	5.228484213	6.443125524	6.305151357	5.706386357	5.496358099	5.212060455	5.533902178	6.391173674	5.988952249	5.781875277	8.32172032	7.936102554	9.228491319	6.827883624	5.794322623	6.922471114	6.352007227	4.550153233	5.468852227	7.295307064	5.346730671	6.167073425	5.538092317	9.53115478	5.946006532	6.398188391	6.324842166	5.220061549	4.667189145	0	9.30918159	5.66751714	9.30641439	7.950356876	6.110383912	6.114631693	7.213362229	5.600451633	6.259550239	8.078434244	6.760143479	5.469243305	4.956162288	8.831472022	5.936966017
"82"	5.975671862	5.997478856	8.217266286	7.168253992	10.91594491	8.042258506	9.314502753	9.460753181	8.053785054	8.7254156	5.766043866	6.04455691	6.53508406	8.094257856	9.10973329	6.530020367	7.799885274	6.676170771	5.757859322	8.651333647	8.214566841	7.03893427	9.376200652	5.907089276	8.209487801	7.98294845	8.982182125	5.550182679	8.006859585	7.015978504	9.20264448	6.146838118	5.676544433	6.695184595	6.498652767	8.944532544	6.049961622	8.837885057	6.052449053	6.054775834	5.592802814	6.347406031	6.129919987	8.94709784	8.691622806	7.556535504	5.488902704	6.919413411	6.059513584	6.673055126	6.69354599	8.822712845	5.730775102	7.954212515	6.214056398	6.721156514	5.562787146	7.39771929	8.606607882	5.539807841	5.947579359	5.312648655	6.020324466	10.4372162	8.524183957	7.250900346	6.573520692	4.984479653	6.88530631	7.409316748	7.769131291	5.863967311	5.208648981	3.626784024	0	5.536181557	5.101954135	5.311572024	3.53033024	4.788696755	6.429790577	6.085887092	5.986174911	8.050623664	7.670038801	9.106878195	6.729594541	5.86013762	7.053482848	6.284992813	4.348592188	6.352635444	6.979787375	5.680292827	5.931091217	5.430062709	9.494998755	6.429252622	6.576273319	7.035218003	5.121272555	4.908445353	0	9.212541533	6.378870924	9.287429038	7.774392425	6.097233229	5.234132207	7.181449213	5.597584619	7.284328366	7.949014087	4.898944169	5.216947268	4.642857886	8.650614243	5.846196559
"85"	6.294879708	5.905724615	7.740550567	7.260880344	7.936034472	8.156345454	10.00861148	9.67627752	8.473705782	8.706753841	6.057566026	5.732079982	7.173879453	7.890244683	7.960516405	6.605364884	6.988124802	7.439288865	5.49259787	8.970406451	8.12134794	6.567094606	9.45974195	6.819523264	8.043603562	8.069220311	9.424065897	5.705919151	8.288892349	7.08222067	9.329386015	7.62454814	5.694943105	7.268224669	6.596065274	8.702154487	7.521853261	9.374614112	5.677032292	6.618675727	5.677744634	5.734954732	5.52523086	9.06488539	9.679692765	7.07485598	6.153746702	7.111074757	5.766417013	7.272005759	6.590572894	8.594471714	6.280449456	8.147802924	6.360678763	7.676103055	5.499843949	7.692006223	8.351689395	5.481621436	5.865415918	5.339049129	6.358177819	10.03245323	8.517921238	7.392326902	6.462181073	5.776522713	7.096110373	7.582854531	7.680963413	6.960429782	5.9110267	5.102676564	6.65232943	6.661624327	5.929039615	5.463008714	5.161943854	5.525210086	6.474788956	6.187111255	5.907460572	7.827860948	8.022448545	9.277574921	6.83117175	5.495927366	6.892483017	6.19576197	5.151905841	5.830659116	7.011433494	7.015941878	6.02500394	5.534173443	9.501046159	5.701977577	6.356064735	6.315499146	5.276000499	5.601884576	6.779638645	9.290267146	6.431080278	9.296733628	7.839783812	5.950259159	5.476000528	7.303325082	5.575776728	6.426518811	7.707882995	5.405968985	5.464291933	4.382435169	8.727278173	5.899845178
"94"	6.407727866	5.411364901	8.086457674	7.075160753	7.214291629	7.973490883	9.322566449	9.396651543	7.423948626	8.575548212	6.098491262	6.425350744	6.83001187	8.312588146	8.554858733	6.789042285	8.006777253	6.936673286	5.92553333	8.62419627	8.130108526	6.039581566	9.330958208	6.881009188	8.015926346	7.522053322	9.26052144	5.699206899	8.088357619	7.106484533	8.909640518	6.87456894	5.876463521	6.22320846	6.749667784	9.059062304	5.721589092	9.086760192	6.844253542	6.090260733	5.783229428	6.744478554	6.208451549	9.000532703	8.994117076	7.458764804	6.68054196	7.298223013	6.407905718	8.058689465	6.517295319	8.783289454	6.340407777	7.881784591	6.201945388	7.397708641	5.826683162	7.833642375	8.508663894	5.80644785	5.901740799	5.539242407	5.964118013	10.01896342	8.279881092	7.669771675	6.017141694	5.499944851	6.488397863	7.534835313	7.154311009	7.152219767	6.484607269	5.670365979	6.651547965	5.561344832	5.741797309	5.654569758	5.369601775	5.480315461	6.36316075	6.009895829	6.083802766	7.924189242	7.34689581	8.951568533	6.592688043	5.644188723	6.645292721	6.317352446	4.714984311	5.810882544	7.280381171	4.64137974	5.900924198	5.52683216	9.524154451	5.843625191	6.492466069	7.030646905	5.464870139	5.718653052	0	9.217772758	6.513003567	9.294884291	7.754195733	6.283739719	5.225472383	7.21010442	5.84072584	5.489942519	7.807704275	5.509994547	5.214958504	4.168115094	8.686255883	5.87634502
"95"	6.579865865	4.966592202	8.083494879	7.313396333	10.3097764	8.162722201	9.403479486	8.906248186	7.923744478	8.674819392	6.03068979	6.160565526	6.916603791	7.938369084	7.974055342	6.727915834	8.413941153	7.060954944	5.648925821	9.107330683	8.512564116	6.680633976	9.480880642	6.863713886	8.037141548	7.466754033	9.438982852	5.8058474	7.807986847	6.692525062	8.520631922	6.529280149	5.644840368	6.350965614	6.614348633	9.001916686	5.861054171	8.516081905	6.129397887	5.794833493	5.672780542	6.389641804	6.297919442	9.237988187	8.565340604	7.694378161	6.227658191	7.121645637	6.105846007	8.014339957	6.842279727	8.347645022	7.003442478	8.029320502	6.038438963	7.571556204	6.015529091	7.734455946	8.6906329	5.504777696	5.663753313	5.094849416	5.955741065	10.11176788	8.338950632	7.505044458	6.351435609	5.841042106	7.387652985	7.445336142	7.441059802	7.20485031	6.185341667	5.216783219	5.2386066	5.399960564	5.20566599	5.193836032	5.506197375	4.983764361	6.275703095	5.931485078	5.79557908	8.104228516	7.418438465	9.211714358	6.729365237	5.956750804	6.913494313	6.10599952	4.882196008	6.265706536	6.538783197	5.342937674	5.895284294	5.53007886	9.518024256	6.041169232	6.39834914	7.026370986	5.797233434	5.611847455	0	9.164606208	6.56995669	9.344969978	7.772743319	6.025749465	4.840503731	7.449549842	5.780200691	6.295818174	7.359970599	6.034189143	5.346693322	4.550492052	8.833039835	5.905426747
